,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
52,0.8308961391448975,0.6499419808387756,0.44138845760566625,0.3365079462528229,0.08479999750852585,0.8385416865348816,0.7365770936012268,0.4009603440761566,0.4038461446762085,0.14482758939266205
53,0.834020733833313,0.6554786562919617,0.434296862179768,0.38036808371543884,0.09920000284910202,0.8458333611488342,0.7364163994789124,0.39630864560604095,0.46666666865348816,0.14482758939266205
54,0.8312711119651794,0.6549482345581055,0.4348047096959696,0.34276729822158813,0.08720000088214874,0.8458333611488342,0.7368267178535461,0.3931548327207565,0.4651162922382355,0.13793103396892548
55,0.8322709798812866,0.661389946937561,0.4327908615801572,0.3614457845687866,0.09600000083446503,0.8447916507720947,0.738794207572937,0.3970196316639582,0.4583333432674408,0.15172414481639862
56,0.8331458568572998,0.6612904667854309,0.4320246925019496,0.361563503742218,0.08879999816417694,0.8427083492279053,0.7381044626235962,0.3958563541372617,0.43478259444236755,0.13793103396892548
57,0.8323959708213806,0.6637890338897705,0.43061211784232306,0.33691754937171936,0.07519999891519547,0.84375,0.7391834259033203,0.39742495516935983,0.44897958636283875,0.15172414481639862
58,0.8308961391448975,0.6666802167892456,0.4294797832861221,0.3405572772026062,0.08799999952316284,0.8427083492279053,0.7397926449775696,0.3973025530576706,0.4399999976158142,0.15172414481639862
59,0.8321459889411926,0.6510210633277893,0.43761729863467047,0.350482314825058,0.08720000088214874,0.8416666388511658,0.7389253377914429,0.3974992295106252,0.4313725531101227,0.15172414481639862
60,0.8301462531089783,0.6542835235595703,0.43863022402385193,0.30181819200515747,0.06639999896287918,0.8343750238418579,0.7395641803741455,0.40468926131725313,0.3870967626571655,0.16551724076271057
61,0.8320209980010986,0.655243456363678,0.43461264613184714,0.3558282256126404,0.09279999881982803,0.8427083492279053,0.73974609375,0.39695293505986534,0.4399999976158142,0.15172414481639862
62,0.8348956108093262,0.6633307337760925,0.4302189247262484,0.3894081115722656,0.10000000149011612,0.8427083492279053,0.7388322353363037,0.39346097310384115,0.4318181872367859,0.1310344785451889
63,0.8326458930969238,0.6640324592590332,0.4292383288563978,0.3501683473587036,0.08320000022649765,0.840624988079071,0.739543080329895,0.3981302211682002,0.42307692766189575,0.15172414481639862
64,0.8276465535163879,0.648576021194458,0.4401287850075857,0.29906541109085083,0.07680000364780426,0.840624988079071,0.7392257452011108,0.3952059845129649,0.4166666567325592,0.13793103396892548
65,0.8295212984085083,0.6617015600204468,0.4323466377040175,0.2992957830429077,0.06800000369548798,0.8416666388511658,0.7398942708969116,0.396754797299703,0.4313725531101227,0.15172414481639862
66,0.8296462893486023,0.6644632816314697,0.42928347993423727,0.31475409865379333,0.07680000364780426,0.840624988079071,0.7399957776069641,0.39778741051753364,0.42592594027519226,0.158620685338974
67,0.8351455926895142,0.641362190246582,0.439904668199036,0.36882129311561584,0.07760000228881836,0.8395833373069763,0.7398434281349182,0.39880140125751495,0.4150943458080292,0.15172414481639862
68,0.8366454243659973,0.6687527298927307,0.42737193406908613,0.4053156077861786,0.09759999811649323,0.8447916507720947,0.7402539253234863,0.3927153304219246,0.4523809552192688,0.1310344785451889
69,0.834645688533783,0.6679683327674866,0.4273898501185205,0.35573121905326843,0.07199999690055847,0.8364583253860474,0.7416669726371765,0.4043554584185282,0.4117647111415863,0.19310344755649567
70,0.8368954062461853,0.6622431874275208,0.42824622171101845,0.40614333748817444,0.09520000219345093,0.8395833373069763,0.7409858107566833,0.40006686399380365,0.4237288236618042,0.17241379618644714
71,0.8313961029052734,0.6699235439300537,0.42786690714148534,0.3263157904148102,0.07440000027418137,0.84375,0.7413158416748047,0.394536966085434,0.44680851697921753,0.14482758939266205
72,0.834145724773407,0.6624854207038879,0.42940557394779677,0.366782009601593,0.08479999750852585,0.8374999761581421,0.7417051196098328,0.39915614227453866,0.4035087823867798,0.158620685338974
73,0.8313961029052734,0.6756126284599304,0.4244383736525777,0.33770492672920227,0.08240000158548355,0.8395833373069763,0.741865873336792,0.3966283455491066,0.4150943458080292,0.15172414481639862
74,0.8336458206176758,0.6713505983352661,0.4254835442187205,0.3588850200176239,0.08240000158548355,0.8395833373069763,0.7425174117088318,0.39916107555230457,0.42105263471603394,0.16551724076271057
75,0.8333958387374878,0.670845091342926,0.42421597127444505,0.36026936769485474,0.08560000360012054,0.8395833373069763,0.7437952756881714,0.39795384456713995,0.42105263471603394,0.16551724076271057
76,0.8318960070610046,0.6739599108695984,0.42623522022589827,0.3462783098220825,0.08560000360012054,0.840624988079071,0.7438163161277771,0.39692957897981007,0.42592594027519226,0.158620685338974
77,0.8388951420783997,0.6694902777671814,0.42431851817392036,0.4285714328289032,0.09359999746084213,0.8416666388511658,0.7442563772201538,0.3999913071592649,0.4444444477558136,0.19310344755649567
78,0.8316460251808167,0.6605472564697266,0.4316287214447913,0.3344709873199463,0.07840000092983246,0.8416666388511658,0.7442564368247986,0.40154150178035103,0.447761207818985,0.2068965584039688
79,0.8308961391448975,0.6585258841514587,0.43307622026853704,0.3375394344329834,0.08560000360012054,0.8416666388511658,0.744878351688385,0.39864697953065237,0.44262295961380005,0.1862068921327591
80,0.8295212984085083,0.6655875444412231,0.4265221390666466,0.3047945201396942,0.07119999825954437,0.8416666388511658,0.7438502311706543,0.3903257186214129,0.41860464215278625,0.12413793057203293
81,0.8357705473899841,0.6743665933609009,0.42265721378712234,0.38235294818878174,0.08320000022649765,0.8395833373069763,0.7442521452903748,0.4017753149072329,0.43478259444236755,0.2068965584039688
82,0.8323959708213806,0.6750922203063965,0.42384519147838096,0.3380782902240753,0.07599999755620956,0.840624988079071,0.7442817687988281,0.3991746321320534,0.43103447556495667,0.17241379618644714
83,0.8335208296775818,0.6680286526679993,0.4243750144939261,0.3423076868057251,0.07119999825954437,0.8416666388511658,0.7447217702865601,0.40094021956125897,0.447761207818985,0.2068965584039688
84,0.833895742893219,0.6750340461730957,0.42225616492369206,0.3661016821861267,0.08640000224113464,0.8395833373069763,0.7444425821304321,0.3961825082699458,0.41818180680274963,0.158620685338974
85,0.8355205655097961,0.6831112504005432,0.4167994059461189,0.38129496574401855,0.08479999750852585,0.8395833373069763,0.7450052499771118,0.39626298745473226,0.41818180680274963,0.158620685338974
86,0.8361454606056213,0.6721482276916504,0.42185959006639784,0.38827839493751526,0.08479999750852585,0.8395833373069763,0.7450348734855652,0.40031330088774364,0.43283581733703613,0.20000000298023224
87,0.8327708840370178,0.6713996529579163,0.4251768626077125,0.34507042169570923,0.07840000092983246,0.840624988079071,0.7452845573425293,0.3951697379350662,0.42592594027519226,0.158620685338974
88,0.8348956108093262,0.6745567917823792,0.42205924045077087,0.371841162443161,0.08240000158548355,0.8427083492279053,0.7456610798835754,0.39806147118409474,0.453125,0.20000000298023224
89,0.8383951783180237,0.6857964992523193,0.4157076795387456,0.42124542593955994,0.09200000017881393,0.8427083492279053,0.7456440925598145,0.3970344011982282,0.44999998807907104,0.1862068921327591
90,0.8380202651023865,0.6775004863739014,0.4203561295194971,0.4122137427330017,0.08640000224113464,0.84375,0.7458980679512024,0.39535636504491173,0.45614033937454224,0.17931035161018372
91,0.8363954424858093,0.6858115792274475,0.4163208246255989,0.40133780241012573,0.09600000083446503,0.8395833373069763,0.7451618313789368,0.3940631985664368,0.4150943458080292,0.15172414481639862
92,0.8333958387374878,0.6761686205863953,0.42058904777428696,0.3409961760044098,0.07119999825954437,0.84375,0.7459487318992615,0.39669320384661355,0.4576271176338196,0.1862068921327591
93,0.834145724773407,0.6835398077964783,0.41776930483624036,0.3629893362522125,0.08160000294446945,0.8395833373069763,0.7456568479537964,0.3935626819729805,0.4150943458080292,0.15172414481639862
94,0.8381452560424805,0.686245858669281,0.41496295700939934,0.4193548262119293,0.09359999746084213,0.8364583253860474,0.7463168501853943,0.3998267377416293,0.4166666567325592,0.2068965584039688
95,0.834520697593689,0.6741511821746826,0.42188837199680596,0.36496350169181824,0.07999999821186066,0.8458333611488342,0.7460165023803711,0.39694045583407084,0.47457626461982727,0.19310344755649567
96,0.8317710161209106,0.681043267250061,0.419978859805622,0.33561643958091736,0.07840000092983246,0.8416666388511658,0.7448106408119202,0.3925550023714701,0.4313725531101227,0.15172414481639862
97,0.8385201692581177,0.68578040599823,0.41468933071017383,0.41532257199287415,0.08240000158548355,0.8385416865348816,0.7463423013687134,0.4004286453127861,0.4285714328289032,0.2068965584039688
98,0.8372703194618225,0.678851842880249,0.4184579477757085,0.40441176295280457,0.08799999952316284,0.846875011920929,0.7461307048797607,0.3962124769886335,0.4833333194255829,0.20000000298023224
99,0.8361454606056213,0.6909224987030029,0.4130044414542747,0.3874538838863373,0.08399999886751175,0.84375,0.7465623021125793,0.3951329360405604,0.45614033937454224,0.17931035161018372
